"(PDH-CSV 4.0) (China Standard Time)(-480)","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\current bandwidth","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes total/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes received/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes sent/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\output queue length","\\dcnds0005337\memory\available bytes","\\dcnds0005337\memory\committed bytes","\\dcnds0005337\memory\commit limit","\\dcnds0005337\memory\% committed bytes in use","\\dcnds0005337\memory\page faults/sec","\\dcnds0005337\memory\pages/sec","\\dcnds0005337\memory\page reads/sec","\\dcnds0005337\memory\page writes/sec","\\dcnds0005337\memory\pool paged bytes","\\dcnds0005337\memory\pool nonpaged bytes","\\dcnds0005337\processor(_total)\% privileged time","\\dcnds0005337\processor(_total)\% processor time","\\dcnds0005337\processor(_total)\% user time","\\dcnds0005337\ica session(_server total)\latency - last recorded","\\dcnds0005337\ica session(console (yuaaron))\latency - last recorded","\\dcnds0005337\ica session(_server total)\latency - session average","\\dcnds0005337\ica session(console (yuaaron))\latency - session average","\\dcnds0005337\ica session(_server total)\latency - session deviation","\\dcnds0005337\ica session(console (yuaaron))\latency - session deviation","\\dcnds0005337\ica session(_server total)\output session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\output session bandwidth","\\dcnds0005337\ica session(_server total)\input session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\input session bandwidth","\\dcnds0005337\ica session(_server total)\output session compression","\\dcnds0005337\ica session(console (yuaaron))\output session compression","\\dcnds0005337\ica session(_server total)\input session compression","\\dcnds0005337\ica session(console (yuaaron))\input session compression","\\dcnds0005337\ica session(_server total)\output session line speed","\\dcnds0005337\ica session(console (yuaaron))\output session line speed","\\dcnds0005337\ica session(_server total)\input session line speed","\\dcnds0005337\ica session(console (yuaaron))\input session line speed"
"03/30/2016 15:21:05.410","10000000000"," "," "," ","0","6650916864","6820913152","26082009088","26.151793479506974"," "," "," "," ","1033498624","139137024"," "," "," ","0","2","0","2","0","0","11870000","11870000","24","24","88","88","60","50","0","189437496","0","0"
"03/30/2016 15:21:06.428","10000000000","158832.09527902264","6333.5993615323223","152498.49591749031","0","6651473920","6820429824","26082009088","26.149940370728547","17144.330529805389","0","0","0","1033609216","139153408","14.556599349888193","53.265675397096835","49.032739162233092","0","2","0","2","0","0","6453392","6453392","40","40","81","81","125","125","0","144806216","0","0"
"03/30/2016 15:21:07.542","10000000000","62729.561750298744","2519.6308143936894","60209.93093590506","0","6651863040","6818959360","26082009088","26.144302522834856","2792.5085370782926","0","0","0","1033494528","139161600","14.002280202859426","52.392247310277952","29.404788426004796","0","2","0","2","0","0","3472040","3472040","40","40","71","71","62","62","0","155947840","0","0"
"03/30/2016 15:21:08.562","10000000000","175140.972389587","5318.6019181508382","169822.37047143615","0","6638153728","6836740096","26082009088","26.212474939844633","19913.355853327481","0","0","0","1033502720","139120640","18.369232752877803","57.138456909951785","38.26923490182876","0","2","0","2","0","0","2374456","2374456","16","16","78","78","50","50","0","128352888","0","0"
"03/30/2016 15:21:09.571","10000000000","142361.45417924962","4740.9883315595926","137620.46584769001","0","6639964160","6836121600","26082009088","26.210103588780715","1477.5948165458512","7.9280741330427968","0.99100926663034961","0","1033502720","139141120","17.006003298707441","35.840982599779061","19.325008703628587","0","2","0","2","0","0","1700592","1700592","64","64","74","74","88","88","0","114944064","0","0"
"03/30/2016 15:21:10.586","10000000000","154145.10464691388","4265.8539279007637","149879.25071901313","0","6625832960","6847537152","26082009088","26.253871505437303","20295.809877294141","0","0","0","1033494528","139132928","19.211174332452742","65.419882260855601","46.106830220074961","0","2","0","2","0","0","1414592","1414592","64","64","75","75","133","133","0","157049048","0","0"
"03/30/2016 15:21:11.595","10000000000","1427752.8288763915","30958.132292449794","1396794.6965839418","0","6623617024","6847188992","26082009088","26.252536638944367","23544.156119845371","15.856652688366626","1.9820815860458283","0","1033494528","139124736","23.962083474506858","74.491975975841456","51.01603813850528","0","2","0","2","0","0","5961464","5961464","56","56","81","81","77","77","0","125567480","0","0"
"03/30/2016 15:21:12.628","10000000000","498409.35655532399","14244.886007516412","484164.47054780758","0","6639337472","6832717824","26082009088","26.197053305773316","15289.343197113463","0","0","0","1033494528","139079680","21.895332247994947","56.20932582443595","43.035657712060356","0","2","0","2","0","0","4656944","4656944","48","48","81","81","116","116","0","88029264","0","0"
"03/30/2016 15:21:13.736","10000000000","433168.31459794031","11216.328678769003","421951.9859191713","0","6641127424","6829826048","26082009088","26.185966061726113","2040.3989977228027","0","0","0","1033502720","139190272","21.117157237344859","44.3914904538427","24.63668795575316","0","2","0","2","0","0","3905784","3905784","40","40","80","80","75","75","0","169631960","0","0"
"03/30/2016 15:21:14.858","10000000000","144740.86790333712","6309.0459276975671","138431.82197563956","0","6642282496","6827810816","26082009088","26.178239540378769","4810.8814688107741","0","0","0","1033502720","139108352","11.817080324053157","30.487789010760245","17.378048291427543","0","2","0","2","0","0","2509952","2509952","48","48","78","78","140","140","0","184207272","0","0"
"03/30/2016 15:21:15.966","10000000000","6883.2273609325448","4961.8439793375028","1921.3833815950425","0","6642589696","6829232128","26082009088","26.183688936532278","986.41241713639329","0","0","0","1033510912","139177984","2.8156209649793142","14.123560568130911","2.8156209649793142","0","2","0","2","0","0","1286544","1286544","48","48","77","77","87","87","0","191185336","0","0"
"03/30/2016 15:21:16.979","10000000000","2436477.8147620284","49835.485269361976","2386642.3294926663","0","6611263488","6861737984","26082009088","26.308318354037375","24847.679677686716","7.8944176894953824","0.9868022111869228","0","1033494528","139182080","33.106472176079528","60.734173374370357","27.717050604909893","0","2","0","2","0","0","9713728","9713728","24","24","84","84","75","75","0","227531120","0","0"
"03/30/2016 15:21:18.011","10000000000","1529194.0858000058","32191.764628823839","1497002.321171182","0","6578716672","6929600512","26082009088","26.568507389977945","32397.178007746024","0","0","0","1033502720","139165696","24.183783172070388","69.770271034912014","45.344593447631979","0","2","0","2","0","0","10570368","10570368","32","32","86","86","50","50","0","207953944","0","0"
"03/30/2016 15:21:19.021","10000000000","560333.83319621556","13585.220342975266","546748.61285324034","0","6697238528","6842310656","26082009088","26.233832803731595","41036.208121531025","7.9306598616317956","0.99133248270397445","0","1033510912","139091968","17.778321275900161","49.756937091226462","41.740394840595229","0","2","0","2","0","0","7194736","7194736","40","40","82","82","120","120","0","198245760","0","0"
"03/30/2016 15:21:20.129","10000000000","3617.1293818661611","2963.7357510100978","653.39363085606306","0","6697246720","6842568704","26082009088","26.234822175367533","325.79433803734634","0","0","0","1033510912","139124736","0.70390072906066792","1.4532662257239926","0.7039097534289892","0","2","0","2","0","0","3631592","3631592","40","40","82","82","75","75","0","205745464","0","0"
"03/30/2016 15:21:21.237","10000000000","3174.0516539227783","2763.4194382461037","410.63221567667449","0","6697811968","6838595584","26082009088","26.219588993036396","273.45398098908214","0","0","0","1033510912","139108352","0.7039097534289892","2.1571669547846617","1.4078104824896571","0","2","0","2","0","0","1836368","1836368","32","32","82","82","50","50","0","209309328","0","0"
"03/30/2016 15:21:22.345","10000000000","2282.3467831454691","1264.3605548385931","1017.9862283068758","0","6700064768","6836436992","26082009088","26.211312820780197","704.82911729403372","0","0","0","1033510912","139141120","0.70390072906066792","11.307939603151596","0.70390072906066792","0","2","0","2","0","0","919328","919328","16","16","82","82","40","40","0","244335160","0","0"
"03/30/2016 15:21:23.357","10000000000","3563.8604993018921","2153.7211828698883","1410.1393164320039","0","6709972992","6834585600","26082009088","26.204214471900116","11695.861389230149","0.98749251850980668","0.98749251850980668","0","1033502720","139100160","3.8533992450557317","4.4358212400103847","0.77068380118509883","0","2","0","2","0","0","479112","479112","24","24","81","81","37","37","0","229342344","0","0"
