"(PDH-CSV 4.0) (China Standard Time)(-480)","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\current bandwidth","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes total/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes received/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes sent/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\output queue length","\\dcnds0005337\memory\available bytes","\\dcnds0005337\memory\committed bytes","\\dcnds0005337\memory\commit limit","\\dcnds0005337\memory\% committed bytes in use","\\dcnds0005337\memory\page faults/sec","\\dcnds0005337\memory\pages/sec","\\dcnds0005337\memory\page reads/sec","\\dcnds0005337\memory\page writes/sec","\\dcnds0005337\memory\pool paged bytes","\\dcnds0005337\memory\pool nonpaged bytes","\\dcnds0005337\processor(_total)\% privileged time","\\dcnds0005337\processor(_total)\% processor time","\\dcnds0005337\processor(_total)\% user time"
"03/31/2016 23:10:56.009","10000000000","4587.2670969033361","3368.9604458426452","1218.3066510606914","0","5947863040","7565307904","26082009088","29.005847971583993","569.93318476677814","0","0","0","768409600","123076608","0","1.637800470201245","2.3235213717952932"
"03/31/2016 23:10:57.015","10000000000","3351.9393135959908","2617.3357688903452","734.60354470564562","0","5947883520","7565234176","26082009088","29.005565293973724","2622.3060229140638","0","0","0","768409600","123084800","1.550550710336521","4.6411362839859134","2.3258210958228234"
"03/31/2016 23:10:58.021","10000000000","98119.175410115335","76788.228481853192","21330.946928262143","0","5947965440","7565438976","26082009088","29.006350509557798","1015.7593775362925","11.926724589467231","11.926724589467231","0","768434176","123092992","0.7752803248502188","2.315305248799171","2.3258310351867397"
"03/31/2016 23:10:59.027","10000000000","9216.9343474346861","3306.2471569853074","5910.6871904493792","0","5947940864","7564890112","26082009088","29.004246131792467","272.37273632410529","0","0","0","768434176","123138048","0","0.76475453846265307","0"
"03/31/2016 23:11:00.033","10000000000","5270.9835190071981","4185.5763904467876","1085.4071285604111","0","5947797504","7564361728","26082009088","29.002220275585543","767.33910553904536","0","0","0","768434176","123138048","1.550550710336521","1.5400249239489572","0.77527038548630234"
"03/31/2016 23:11:01.040","10000000000","2888.5847227068007","2457.1856278496939","431.39909485710649","0","5947891712","7564267520","26082009088","29.001859076416871","169.97521940222398","0","0","0","768417792","123158528","0","1.540034863312878","0.7752803248502188"
"03/31/2016 23:11:02.046","10000000000","4333.1418866440135","3393.9631979103915","939.17868873362227","0","5947973632","7564279808","26082009088","29.00190618935191","149.0759823386702","0","0","0","768417792","123154432","1.550550710336521","1.5400249239489572","0.77527038548630234"
"03/31/2016 23:11:03.052","10000000000","5455.6138395641956","3836.2270056264997","1619.3868339376959","0","5947973632","7564177408","26082009088","29.001513581559873","169.99088312053161","0","0","0","768417792","123179008","0","0.76475453846265307","0"
"03/31/2016 23:11:04.058","10000000000","4418.3823392735148","3605.280707434204","813.10163183931047","0","5948018688","7564288000","26082009088","29.001937597975274","781.29325504364056","0.99401177486468273","0.99401177486468273","0","768417792","123166720","4.6520141750336945","5.4090451076482138","1.5506713916778982"
"03/31/2016 23:11:05.064","10000000000","5069.1380735804278","4007.6009240541734","1061.5371495262543","0","5948010496","7564484608","26082009088","29.002691404935995","121.26173430917886","0","0","0","768417792","123187200","0","0.76261414487471813","0"
"03/31/2016 23:11:06.070","10000000000","3729.3761127496159","3094.2291681741885","635.14694457542771","0","5948002304","7564898304","26082009088","29.004277540415828","196.8060955022452","0","0","0","768417792","123146240","0","0.76475453846265307","1.550550710336521"
"03/31/2016 23:11:07.076","10000000000","2501.8958048366212","1974.0822679402183","527.81353689640275","0","5947998208","7564910592","26082009088","29.004324653350878","2609.2477106460587","0","0","0","768417792","123142144","0.77527038548630234","3.8658559591357","2.3258310351867397"
"03/31/2016 23:11:08.082","10000000000","3211.6175668224696","2888.5672080427412","323.05035877972841","0","5948452864","7564738560","26082009088","29.003665072260247","752.45883568078284","0","0","0","768417792","123138048","3.1011014206730421","3.0905855736493959","0.77527038548630234"
"03/31/2016 23:11:09.088","10000000000","11795.390186179704","4360.5272391312346","7434.8629470484693","0","5948440576","7565672448","26082009088","29.007245655323651","369.75521608315916","0","0","0","768417792","123105280","0","4.6411263446220037","3.8763817455232608"
