"(PDH-CSV 4.0) (China Standard Time)(-480)","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\current bandwidth","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes total/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes received/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes sent/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\output queue length","\\dcnds0005337\memory\available bytes","\\dcnds0005337\memory\committed bytes","\\dcnds0005337\memory\commit limit","\\dcnds0005337\memory\% committed bytes in use","\\dcnds0005337\memory\page faults/sec","\\dcnds0005337\memory\pages/sec","\\dcnds0005337\memory\page reads/sec","\\dcnds0005337\memory\page writes/sec","\\dcnds0005337\memory\pool paged bytes","\\dcnds0005337\memory\pool nonpaged bytes","\\dcnds0005337\processor(_total)\% privileged time","\\dcnds0005337\processor(_total)\% processor time","\\dcnds0005337\processor(_total)\% user time","\\dcnds0005337\ica session(_server total)\latency - last recorded","\\dcnds0005337\ica session(console (yuaaron))\latency - last recorded","\\dcnds0005337\ica session(_server total)\latency - session average","\\dcnds0005337\ica session(console (yuaaron))\latency - session average","\\dcnds0005337\ica session(_server total)\latency - session deviation","\\dcnds0005337\ica session(console (yuaaron))\latency - session deviation","\\dcnds0005337\ica session(_server total)\output session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\output session bandwidth","\\dcnds0005337\ica session(_server total)\input session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\input session bandwidth","\\dcnds0005337\ica session(_server total)\output session compression","\\dcnds0005337\ica session(console (yuaaron))\output session compression","\\dcnds0005337\ica session(_server total)\input session compression","\\dcnds0005337\ica session(console (yuaaron))\input session compression","\\dcnds0005337\ica session(_server total)\output session line speed","\\dcnds0005337\ica session(console (yuaaron))\output session line speed","\\dcnds0005337\ica session(_server total)\input session line speed","\\dcnds0005337\ica session(console (yuaaron))\input session line speed"
"03/30/2016 18:04:44.866","10000000000"," "," "," ","0","4141072384","9308000256","26082009088","35.68743582825639"," "," "," "," ","983068672","139522048"," "," "," ","0","2","0","2","0","0","9832","9832","8","8","37","37","20","16","0","269149008","0","0"
"03/30/2016 18:04:45.983","10000000000","1908.0806544170457","1603.6473261665551","304.43332825049066","0","4141854720","9305526272","26082009088","35.677950424000713","2137.3010427468271","0","0","0","983068672","139595776","5.5858693450261061","27.383698514660615","12.56820602630874","0","2","0","2","0","0","4928","4928","0","0","37","37","0","0","0","269149008","0","0"
"03/30/2016 18:04:46.992","10000000000","3928.3663438031281","3581.4250820491297","346.94126175399816","0","4141490176","9307664384","26082009088","35.686148074698501","4139.5048830991327","0.99126074786856622","0.99126074786856622","0","983072768","139620352","9.2756432979100509","28.113759486291212","17.778321275900161","0","2","0","2","0","0","2496","2496","24","24","37","36","42","42","0","269149008","0","0"
"03/30/2016 18:04:48.006","10000000000","3347.5653339741202","2754.9624574738414","592.60287650027874","0","4130504704","9317736448","26082009088","35.724764977123527","26190.877879534783","0","0","0","983080960","139571200","30.766351372752272","58.465425646784432","27.689716235477047","0","2","0","2","0","0","1264","1264","8","8","37","37","33","25","0","269149008","0","0"
"03/30/2016 18:04:49.015","10000000000","5297.6223042089978","4252.9648844454277","1044.6574197635705","0","4133654528","9318137856","26082009088","35.726303999668325","7644.6325224254442","0","0","0","983080960","139567104","44.832275939898572","82.22168863391164","37.875538511560144","0","2","0","2","0","0","664","664","16","16","36","36","28","25","0","269149008","0","0"
"03/30/2016 18:04:50.026","10000000000","2922.6448600765229","2858.3565636619801","64.288296414542799","0","4133748736","9319292928","26082009088","35.73073261556253","2424.1633001852988","0","0","0","983072768","139595776","14.657376992271098","29.798849986415799","15.42882309197369","0","2","0","2","0","0","344","344","8","8","37","37","33","25","0","269149008","0","0"
"03/30/2016 18:04:51.035","10000000000","5957.9116944728976","4085.9065063725479","1872.0051881003499","0","4133724160","9320357888","26082009088","35.734815736599742","2563.7254746509293","0","0","0","983080960","139649024","2.3189157793834094","8.0165422506312307","15.459405496516752","0","2","0","2","0","0","200","200","16","16","35","35","28","25","0","269149008","0","0"
"03/30/2016 18:04:52.167","10000000000","1163.5046491596174","1010.6676679108598","152.83698124875764","0","4133642240","9319731200","26082009088","35.732412976912464","2581.4431168142764","0","0","0","983080960","139595776","8.2750876106023341","31.730522792106285","14.481407738978533","0","2","0","2","0","0","120","120","8","8","40","40","33","25","0","269149008","0","0"
"03/30/2016 18:04:53.189","10000000000","4904.8132456385474","3336.7607971226921","1568.0524485158558","0","4133646336","9320648704","26082009088","35.735930742729138","2549.7981450585544","0","0","0","983080960","139632640","6.8682368553751276","23.686202808290602","17.552168462214443","0","2","0","2","0","0","96","96","16","16","34","34","28","25","0","269149008","0","0"
"03/30/2016 18:04:54.204","10000000000","5915.3239698996322","3677.8654862816998","2237.458483617932","0","4133691392","9320894464","26082009088","35.736873001430034","2415.7852055619419","0","0","0","983080960","139587584","9.2208119089568878","23.159900758692608","15.368019848261479","0","2","0","2","0","0","80","80","8","8","38","38","33","25","0","269149008","0","0"
