"(PDH-CSV 4.0) (China Standard Time)(-480)","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\current bandwidth","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes total/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes received/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes sent/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\output queue length","\\dcnds0005337\memory\available bytes","\\dcnds0005337\memory\committed bytes","\\dcnds0005337\memory\commit limit","\\dcnds0005337\memory\% committed bytes in use","\\dcnds0005337\memory\page faults/sec","\\dcnds0005337\memory\pages/sec","\\dcnds0005337\memory\page reads/sec","\\dcnds0005337\memory\page writes/sec","\\dcnds0005337\memory\pool paged bytes","\\dcnds0005337\memory\pool nonpaged bytes","\\dcnds0005337\processor(_total)\% privileged time","\\dcnds0005337\processor(_total)\% processor time","\\dcnds0005337\processor(_total)\% user time","\\dcnds0005337\ica session(_server total)\latency - last recorded","\\dcnds0005337\ica session(console (yuaaron))\latency - last recorded","\\dcnds0005337\ica session(_server total)\latency - session average","\\dcnds0005337\ica session(console (yuaaron))\latency - session average","\\dcnds0005337\ica session(_server total)\latency - session deviation","\\dcnds0005337\ica session(console (yuaaron))\latency - session deviation","\\dcnds0005337\ica session(_server total)\output session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\output session bandwidth","\\dcnds0005337\ica session(_server total)\input session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\input session bandwidth","\\dcnds0005337\ica session(_server total)\output session compression","\\dcnds0005337\ica session(console (yuaaron))\output session compression","\\dcnds0005337\ica session(_server total)\input session compression","\\dcnds0005337\ica session(console (yuaaron))\input session compression","\\dcnds0005337\ica session(_server total)\output session line speed","\\dcnds0005337\ica session(console (yuaaron))\output session line speed","\\dcnds0005337\ica session(_server total)\input session line speed","\\dcnds0005337\ica session(console (yuaaron))\input session line speed"
"03/31/2016 17:09:26.490","10000000000"," "," "," ","0","6250409984","7649345536","26082009088","29.328053334355157"," "," "," "," ","838496256","125431808"," "," "," ","0","1","0","1","0","0","40","40","0","0","100","83","0","0","0","79486056","0","0"
"03/31/2016 17:09:27.602","10000000000","5703.5873613251815","3808.0864693697217","1895.50089195546","0","6250467328","7649353728","26082009088","29.328084742978522","208.6130013916825","0","0","0","838508544","125464576","0.70137770395622312","13.731099911591571","2.8054928320117631","0","1","0","1","0","0","64","64","0","0","100","88","0","0","0","79486056","0","0"
"03/31/2016 17:09:28.619","10000000000","4353.8917944864788","3671.8148406775363","682.07695380894279","0","6250205184","7651176448","26082009088","29.335073161676835","3263.9446161376063","7.8625585453480431","2.9484594545055165","0","838500352","125448192","3.0675595174012589","0","5.3682242395229505","0","1","0","1","0","0","56","56","0","0","100","100","0","0","0","79486056","0","0"
"03/31/2016 17:09:29.731","10000000000","5479.6556426418874","4436.0830690965595","1043.5725735453273","0","6250229760","7651184640","26082009088","29.335104570300196","1190.2125127590243","0","0","0","838508544","125448192","2.1041628075526533","13.027751450877002","2.1041717996629754","0","1","0","1","0","0","80","80","0","0","100","100","0","0","0","79486056","0","0"
"03/31/2016 17:09:30.740","10000000000","4723.0177050732109","4338.5168931620892","384.50081191112162","0","6250184704","7652093952","26082009088","29.338590927493506","3822.2155452092684","0","0","0","838483968","125431808","2.3190876826674751","8.0097234353006304","6.1842206063847112","0","1","0","1","0","0","64","64","0","0","100","100","0","0","0","79486056","0","0"
"03/31/2016 17:09:31.751","10000000000","5145.2713255275285","3936.5974386004541","1208.6738869270741","0","6251196416","7651885056","26082009088","29.337790007597746","1737.8396230203514","7.9127586705536768","0.9890948338192096","0","838492160","125460480","2.3143185186921467","7.4270614481578567","3.8572008278895153","0","1","0","1","0","0","80","80","0","0","100","100","0","0","0","79486056","0","0"
"03/31/2016 17:09:32.760","10000000000","7932.0232347631136","6204.6973354387619","1727.3258993243512","0","6251433984","7651749888","26082009088","29.337271765312256","2041.4752453288372","0","0","0","838483968","125415424","0.77297522973173449","0","5.4107968786867602","0","1","0","1","0","0","80","80","0","0","100","100","0","0","0","79486056","0","0"
"03/31/2016 17:09:33.869","10000000000","7476.0505118937699","6750.4656963985271","725.58481549524276","0","6251020288","7651848192","26082009088","29.33764866879261","1371.752387503444","0","0","0","838496256","125419520","2.1117112115503249","14.827461297191579","4.2234314474689709","0","1","0","1","0","0","72","72","0","0","100","100","0","0","0","79486056","0","0"
"03/31/2016 17:09:34.878","10000000000","5075.5143789064714","4235.2105535818546","840.30382532461692","0","6251057152","7651725312","26082009088","29.337177539442166","1315.9475000366642","0","0","0","838488064","125435904","2.3189157793834094","3.3787206016761995","1.5459405496516749","0","1","0","1","0","0","80","80","0","0","100","100","0","0","0","79486056","0","0"
"03/31/2016 17:09:35.888","10000000000","7187.4503690660213","4827.9388344904146","2359.5115345756067","0","6251024384","7651606528","26082009088","29.336722114403397","1468.3825454366868","0","0","0","838479872","125427712","1.5444099154440993","4.2465852424658497","3.0888198308881987","0","1","0","1","0","0","72","72","0","0","100","100","0","0","0","79486056","0","0"
