"(PDH-CSV 4.0) (China Standard Time)(-480)","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\current bandwidth","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes total/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes received/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\bytes sent/sec","\\dcnds0005337\network interface(vmxnet3 ethernet adapter)\output queue length","\\dcnds0005337\memory\available bytes","\\dcnds0005337\memory\committed bytes","\\dcnds0005337\memory\commit limit","\\dcnds0005337\memory\% committed bytes in use","\\dcnds0005337\memory\page faults/sec","\\dcnds0005337\memory\pages/sec","\\dcnds0005337\memory\page reads/sec","\\dcnds0005337\memory\page writes/sec","\\dcnds0005337\memory\pool paged bytes","\\dcnds0005337\memory\pool nonpaged bytes","\\dcnds0005337\processor(_total)\% privileged time","\\dcnds0005337\processor(_total)\% processor time","\\dcnds0005337\processor(_total)\% user time","\\dcnds0005337\ica session(_server total)\latency - last recorded","\\dcnds0005337\ica session(console (yuaaron))\latency - last recorded","\\dcnds0005337\ica session(_server total)\latency - session average","\\dcnds0005337\ica session(console (yuaaron))\latency - session average","\\dcnds0005337\ica session(_server total)\latency - session deviation","\\dcnds0005337\ica session(console (yuaaron))\latency - session deviation","\\dcnds0005337\ica session(_server total)\output session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\output session bandwidth","\\dcnds0005337\ica session(_server total)\input session bandwidth","\\dcnds0005337\ica session(console (yuaaron))\input session bandwidth","\\dcnds0005337\ica session(_server total)\output session compression","\\dcnds0005337\ica session(console (yuaaron))\output session compression","\\dcnds0005337\ica session(_server total)\input session compression","\\dcnds0005337\ica session(console (yuaaron))\input session compression","\\dcnds0005337\ica session(_server total)\output session line speed","\\dcnds0005337\ica session(console (yuaaron))\output session line speed","\\dcnds0005337\ica session(_server total)\input session line speed","\\dcnds0005337\ica session(console (yuaaron))\input session line speed"
"03/30/2016 15:14:18.353","10000000000"," "," "," ","0","6932226048","6476468224","26082009088","24.831170797267074"," "," "," "," ","1032761344","138989568"," "," "," ","0","2","0","2","0","0","42008","42008","24","24","3","3","0","0","0","119028304","0","0"
"03/30/2016 15:14:19.474","10000000000","15845.504016635459","4343.1523900584352","11502.351626577023","0","6930268160","6477897728","26082009088","24.836651602043947","1602.9256202372169","0","0","0","1032757248","138948608","19.480781627457237","51.298045931356917","23.655234833340931","0","2","0","2","0","0","61176","61176","32","32","4","4","50","50","0","119018176","0","0"
"03/30/2016 15:14:20.483","10000000000","21148.068588716244","5613.0581296386508","15535.010459077594","0","6930403328","6477967360","26082009088","24.836918575342533","1194.1622609842116","0","0","0","1032749056","138977280","9.2756432979100509","14.97326976915787","15.459405496516752","0","2","0","2","0","0","71880","71880","16","16","5","5","33","33","0","119013120","0","0"
"03/30/2016 15:14:21.591","10000000000","8820.0205893737566","2171.3874488932015","6648.633140480556","0","6930460672","6478233600","26082009088","24.837939355601836","560.44538892879393","0","0","0","1032749056","138981376","4.9273412008979607","30.313385628946133","16.893725789875884","0","2","0","2","0","0","59096","59096","56","56","3","3","75","66","0","132095520","0","0"
"03/30/2016 15:14:22.609","10000000000","16107.992998489293","4649.9932224433387","11457.999776045956","0","6930747392","6475497472","26082009088","24.827448875398535","688.56046661021981","0.98225458860231074","0.98225458860231074","0","1032740864","138956800","32.177735075215466","48.668846278436995","25.28251104162668","0","2","0","2","0","0","61152","61152","24","24","3","3","75","60","0","138636720","0","0"
"03/30/2016 15:14:23.724","10000000000","10914.641583618532","2981.1231408338535","7933.5184427846771","0","6931140608","6474878976","26082009088","24.825077524334617","638.55585928811786","0","0","0","1032740864","138956800","32.875842460596985","64.326213118598446","30.777388628850122","0","2","0","2","0","0","53208","53208","32","32","3","3","50","50","0","141907320","0","0"
"03/30/2016 15:14:24.833","10000000000","10709.615108147078","3025.9829323010999","7683.6321758459781","0","6931189760","6476009472","26082009088","24.829411914358733","1247.213961360012","0","0","0","1032740864","138944512","28.156209649793144","65.508638666819238","38.714783756281413","0","2","0","2","0","0","47656","47368","16","16","3","3","50","50","0","143542304","0","0"
"03/30/2016 15:14:25.943","10000000000","32039.377643692318","3267.3571026731156","28772.020541019203","0","6931169280","6473826304","26082009088","24.821041516232448","869.31337305750117","0","0","0","1032732672","138952704","35.834488623209751","66.976068158949872","30.916025514565661","0","2","0","2","0","0","126672","128008","24","24","4","4","42","37","0","144359480","0","0"
"03/30/2016 15:14:27.064","10000000000","33168.167443584724","2388.7788407357975","30779.388602848929","0","6931165184","6474346496","26082009088","24.823035963816011","2683.1391907891257","0","0","0","1032732672","138981376","34.091363388192846","65.908627692092509","30.612656843147086","0","2","0","2","0","0","176232","176896","56","56","4","4","63","63","0","144346704","0","0"
"03/30/2016 15:14:28.172","10000000000","20197.281777981694","2098.2430801522537","18099.038697829441","0","6930587648","6473736192","26082009088","24.820696021375451","1188.5531770152768","0","0","0","1032720384","139026432","34.491380008955787","69.028152615146027","26.044512540359253","0","2","0","2","0","0","159016","159352","24","24","3","3","60","50","0","144340000","0","0"
